x,y,CTne,IT,LE,CT,CTmvp,CTpan,CTpnz,BG
75.0,8625.0,0.0005535564268939197,9.77242598310113e-05,0.003479181556031108,0.00028733909130096436,8.729510227567516e-06,0.0016307411715388298,0.0060843550600111485,0.9878582954406738
75.0,8775.0,0.000847061222884804,0.00017480562382843345,0.005915744695812464,0.00033853441709652543,5.472371867654147e-06,0.0023443815298378468,0.010282627306878567,0.9800912737846375
75.0,8925.0,0.0027452134527266026,0.00010575774649623781,0.007955623790621758,0.00036767800338566303,1.6421990949311294e-05,0.0017177026020362973,0.012283063493669033,0.9748084545135498
75.0,9075.0,0.0003756358055397868,0.00011066307342844084,0.003036212408915162,0.0004027140967082232,9.00476243259618e-06,0.001701111439615488,0.007730938959866762,0.9866337776184082
75.0,9225.0,0.0009166947565972805,4.5787332055624574e-05,0.0017730590188875794,0.00030689005507156253,8.369539500563405e-06,0.0017508761957287788,0.006173835135996342,0.9890244603157043
75.0,9375.0,0.00040002079913392663,0.00029053600155748427,0.009502749890089035,0.0006836953689344227,4.004100901511265e-06,0.0030727791599929333,0.020211679860949516,0.9658344984054565
75.0,9525.0,0.009897539392113686,0.0008955084485933185,0.05231231078505516,0.0006494646077044308,0.00013370976375881582,0.0010459094773977995,0.02168959379196167,0.9133759140968323
75.0,9675.0,0.004528859630227089,0.00014185765758156776,0.0011645574122667313,0.00018843462748918682,4.059409548062831e-05,0.002190439496189356,0.0028433017432689667,0.9889020919799805
75.0,9825.0,0.0005892835324630141,0.00027590602985583246,0.005393818486481905,0.0002909041941165924,1.2878980669484008e-05,0.0020263968035578728,0.008321345783770084,0.9830895662307739
75.0,9975.0,0.0010735072428360581,0.00022696029918733984,0.004174007568508387,0.0008286454249173403,1.5789664757903665e-05,0.00211307592689991,0.009073877707123756,0.9824941754341125
75.0,10125.0,0.0008891412289813161,6.243521784199402e-05,0.0019738520495593548,0.000221730035264045,1.1124927368655335e-05,0.0008303110371343791,0.010596000589430332,0.9854153394699097
75.0,10275.0,0.001573482295498252,7.123364048311487e-05,0.002654450247064233,0.0003212443843949586,2.166643571399618e-05,0.0014404549729079008,0.015471500344574451,0.9784460067749023
75.0,10425.0,0.0014288440579548478,0.0003313503402750939,0.006271404679864645,0.0007656476809643209,2.5268336685257964e-05,0.0011702232295647264,0.008117469027638435,0.9818898439407349
75.0,10575.0,0.00036935601383447647,2.5294757506344467e-05,0.0006100208847783506,0.0003739144594874233,2.2964102299738443e-06,0.0024910960346460342,0.005424960982054472,0.9907031059265137
75.0,10725.0,0.0005472651100717485,0.0002873957564588636,0.007226516958326101,0.0005792345036752522,8.06861135060899e-06,0.0023641949519515038,0.010751748457551003,0.9782356023788452
75.0,10875.0,0.0006465872866101563,0.0001660789712332189,0.0024128896184265614,0.00017927352746482939,1.645341035327874e-05,0.002358892932534218,0.00915174838155508,0.9850680232048035
75.0,11025.0,0.0007198326638899744,0.0008624360198155046,0.03096216917037964,0.0006412874208763242,1.1201590496057179e-05,0.002148284576833248,0.03801616653800011,0.926638662815094
75.0,11175.0,0.00031085516093298793,0.00022157483908813447,0.006750304717570543,0.0009215276804752648,5.514504664461128e-06,0.004979689139872789,0.024429112672805786,0.9623814225196838
75.0,11325.0,0.000538619642611593,0.00011434559564804658,0.005032730288803577,0.0003918402944691479,3.0278449685283704e-06,0.002297842875123024,0.012262224219739437,0.9793593883514404
75.0,11475.0,0.00044431493734009564,0.00016615033382549882,0.0032303628977388144,0.0003705155395437032,1.7637048586038873e-05,0.003206336870789528,0.020307758823037148,0.9722568988800049
75.0,11625.0,0.000592591823078692,8.319113112520427e-05,0.0013817456783726811,0.00020449594012461603,6.6678717303148005e-06,0.0034334021620452404,0.0034584305249154568,0.9908395409584045
75.0,11775.0,0.0003184621746186167,0.0003458513238001615,0.009334159083664417,0.0010861426126211882,7.095400633261306e-06,0.005063026212155819,0.034826040267944336,0.9490192532539368
75.0,11925.0,0.00023828036501072347,0.00012339431850705296,0.004108930006623268,0.0009597173775546253,4.137839368922869e-06,0.004923643544316292,0.02246367745101452,0.9671782851219177
75.0,12075.0,0.00027716156910173595,9.177105675917119e-05,0.003090727375820279,0.0008528039907105267,3.045882976948633e-06,0.003975076135247946,0.016154048964381218,0.975555419921875
75.0,12225.0,0.0008107085013762116,0.00010096013284055516,0.004517034161835909,0.00048237625742331147,1.0784795449580997e-05,0.0018212217837572098,0.01423923671245575,0.9780177474021912
75.0,12375.0,0.0005162901943549514,1.9003995475941338e-05,0.0003281572135165334,0.00018078458379022777,2.0460263840504922e-05,0.0008088556933216751,0.003367660567164421,0.9947587847709656
75.0,12525.0,0.0003461579908616841,9.403390868101269e-05,0.0039013929199427366,0.0006474089459516108,4.112060196348466e-06,0.003726654453203082,0.014994353987276554,0.9762858152389526
75.0,12675.0,0.0008051857003010809,3.109228782705031e-05,0.0005090801860205829,0.00040173548040911555,1.2917682397528552e-05,0.001604427583515644,0.005548048764467239,0.9910876154899597
75.0,12825.0,0.0011106187012046576,5.262070044409484e-05,0.0026310489047318697,0.0001615333603695035,1.0596773790894076e-05,0.002002184512093663,0.0041886898688972,0.9898427128791809
75.0,12975.0,0.0013700559502467513,0.00013481367204803973,0.004229897167533636,0.0007885805098339915,1.496781624155119e-05,0.0034014456905424595,0.017356880009174347,0.9727033376693726
75.0,13125.0,0.0003896157431881875,5.530745329451747e-05,0.0023823583032935858,0.0003868915082421154,3.697908823596663e-06,0.0027944541070610285,0.013898088596761227,0.9800896644592285
75.0,13275.0,0.0006047699134796858,0.00016373064136132598,0.001401386922225356,0.0004680130223277956,1.2874175808974542e-05,0.00332177453674376,0.005425037816166878,0.9886024594306946
75.0,13425.0,0.00032773936982266605,0.0003246794221922755,0.011250828392803669,0.0013170646270737052,6.302345809672261e-06,0.004923229105770588,0.037253811955451965,0.9445963501930237
75.0,13575.0,0.0007796507561579347,0.00029003762756474316,0.0020920452661812305,0.0004448908439371735,1.2421091014402919e-05,0.0040322476997971535,0.007000987883657217,0.9853476881980896
75.0,13725.0,0.0005297199822962284,0.00017164743621833622,0.00343472883105278,0.00029919148073531687,6.759476946172072e-06,0.002210938837379217,0.009022525511682034,0.9843244552612305
75.0,13875.0,0.00047367182560265064,0.00015727258869446814,0.0036813179031014442,0.00044818982132710516,6.173698693601182e-06,0.0037564197555184364,0.010171251371502876,0.9813057780265808
75.0,14025.0,0.0016907509416341782,4.206803350825794e-05,0.0011650025844573975,0.0002728842955548316,6.812741503381403e-06,0.001578018767759204,0.004442933946847916,0.9908016324043274
75.0,14175.0,0.0006513443659059703,0.0001824967039283365,0.0033925126772373915,0.0002776656183414161,9.628550287743565e-06,0.002145838923752308,0.009223789907991886,0.9841167330741882
75.0,14325.0,0.0002651351969689131,5.1706767408177257e-05,0.002796099754050374,0.00028863438637927175,3.1534382287645712e-06,0.0033923101145774126,0.011670967563986778,0.9815319776535034
75.0,14475.0,0.002026926726102829,0.00023269341909326613,0.0023965155705809593,0.000650928181130439,2.570936339907348e-05,0.005435540806502104,0.010470435954630375,0.9787613153457642
75.0,14625.0,0.000846447772346437,0.00026638698182068765,0.009993468411266804,0.0010389337548986077,1.8436248865327798e-05,0.003324982477352023,0.021280504763126373,0.9632307291030884
75.0,14775.0,0.0009480651351623237,0.0002169304498238489,0.003746599890291691,0.000770722224842757,1.4272774933488108e-05,0.0031092469580471516,0.008586502633988857,0.9826076626777649
75.0,14925.0,0.0005098049878142774,4.3150033889105543e-05,0.001836612937040627,0.0005948498146608472,4.365352651802823e-06,0.003017749171704054,0.006444105412811041,0.9875494241714478
75.0,15075.0,0.0006027893978171051,0.0001009516345220618,0.0022815540432929993,0.00014692061813548207,1.0114740689459722e-05,0.0010517181362956762,0.005130530800670385,0.9906754493713379
75.0,15225.0,0.0009191507706418633,0.00016617942310404032,0.006327465642243624,0.0005605056649073958,6.484791811089963e-06,0.003521355101838708,0.013919535093009472,0.9745792150497437
75.0,15375.0,0.00031716329976916313,0.00029011222068220377,0.011784647591412067,0.0009241632069461048,5.326568953023525e-06,0.004141213838011026,0.03866485878825188,0.9438725709915161
75.0,15525.0,0.0005278407479636371,0.0002324696397408843,0.003109418787062168,0.0003985886287409812,1.7250480595976114e-05,0.003941638860851526,0.009798886254429817,0.9819738864898682
75.0,15675.0,0.0002448309678584337,0.00010287141049047932,0.0037397851701825857,0.0007947490084916353,4.71768316856469e-06,0.004217057954519987,0.012591748498380184,0.9783041477203369
75.0,15825.0,0.00026011758018285036,0.00016011569823604077,0.0064743757247924805,0.0006800041883252561,4.135895323997829e-06,0.0036522620357573032,0.02259729616343975,0.9661716818809509
75.0,15975.0,0.0006371621275320649,0.00016256645903922617,0.005232060793787241,0.0005727195530198514,3.5079006011073943e-06,0.0030435652006417513,0.015513598918914795,0.9748348593711853
75.0,16125.0,0.0013078127522021532,8.079098915914074e-05,0.00044763972982764244,0.00025821675080806017,2.419205520709511e-05,0.0029965208377689123,0.0010134837357327342,0.9938713312149048
75.0,16275.0,0.001554532558657229,0.00027923195739276707,0.002839371794834733,0.00034065410727635026,7.043706864351407e-05,0.0018678245833143592,0.0076401750557124615,0.9854076504707336
75.0,16425.0,0.0006817820831201971,6.501292955363169e-05,0.0019961660727858543,0.0002394473267486319,5.2517957556119654e-06,0.001457247301004827,0.00628691166639328,0.9892682433128357
75.0,16575.0,0.0007242888677865267,9.284389670938253e-05,0.0018385160947218537,0.00031156119075603783,1.6243928257608786e-05,0.0017851146403700113,0.006713378708809614,0.9885181188583374
75.0,16725.0,0.0006674695760011673,9.517052239971235e-05,0.002061322797089815,0.00027926964685320854,8.775562491791788e-06,0.001352938124909997,0.005272252019494772,0.9902627468109131
75.0,16875.0,0.000632015464361757,0.00029583528521470726,0.009203878231346607,0.0007920588832348585,8.512627573509235e-06,0.002919668797403574,0.025942031294107437,0.9602059721946716
75.0,17025.0,0.0011477264342829585,4.530192745733075e-05,0.0009573334245942533,0.00024474182282574475,1.0491892680875026e-05,0.00423668185248971,0.007197977975010872,0.9861597418785095
75.0,17175.0,0.001127001829445362,3.264263068558648e-05,0.0008003336261026561,0.000234180100960657,5.662860530719627e-06,0.001816624659113586,0.0036229128018021584,0.9923606514930725
75.0,17325.0,0.0003114821156486869,4.180629548500292e-05,0.001954765059053898,0.00032413555891253054,3.399195747988415e-06,0.0030311441514641047,0.00865621492266655,0.9856770038604736
75.0,17475.0,0.0002502644492778927,6.104256317485124e-05,0.0024844456929713488,0.0005959557020105422,2.8987417408643523e-06,0.004556627012789249,0.014901393093168736,0.9771474003791809
75.0,17625.0,0.0008385362452827394,1.3909658264310565e-05,0.00041218576370738447,0.00011353279114700854,9.358847819385119e-06,0.002461009658873081,0.0030634275171905756,0.9930879473686218
75.0,17775.0,0.0003321673138998449,7.485681271646172e-05,0.0038686199113726616,0.0004129460721742362,3.157196715619648e-06,0.002589947311207652,0.013238852843642235,0.9794794917106628
75.0,17925.0,0.00039922824362292886,3.7465749755938305e-06,0.00020146655151620507,6.191658758325502e-05,8.055154125941044e-07,0.000935681106057018,0.0008692306582815945,0.9975278973579407
225.0,75.0,0.0007473785663023591,6.564900104422122e-05,0.0013039599871262908,0.0004099806537851691,6.046516773494659e-06,0.002049035392701626,0.00543697876855731,0.9899808764457703
225.0,225.0,0.0004864148504566401,5.79641418880783e-05,0.0023540426045656204,0.00028494486468844116,3.4138479350076523e-06,0.0016809584340080619,0.00689296331256628,0.9882391691207886
225.0,375.0,0.0005194519180804491,0.00015014606469776481,0.004311276599764824,0.0007337384158745408,5.684286861651344e-06,0.0035321495961397886,0.01717350259423256,0.9735740423202515
225.0,525.0,0.0004833866551052779,2.9253260436234996e-05,0.0006168533000163734,0.00024868614855222404,9.664197023084853e-06,0.001873897621408105,0.004169846419245005,0.9925684928894043
225.0,675.0,0.0009788648458197713,0.00029587175231426954,0.007433489430695772,0.00036857902887277305,7.345523044932634e-06,0.003044907934963703,0.014815254136919975,0.9730556607246399
225.0,825.0,0.0007590628229081631,7.578956137876958e-05,0.0025259284302592278,0.00039365969132632017,6.051544914953411e-06,0.002705794060602784,0.007989906705915928,0.9855437278747559
225.0,975.0,0.001380119938403368,0.00011059220560127869,0.001039982307702303,0.0003201504878234118,1.6274823792628013e-05,0.005538068246096373,0.0036776510532945395,0.9879172444343567
225.0,1125.0,0.00032208088668994606,0.0001881610951386392,0.0070103914476931095,0.0005835714400745928,6.577088697667932e-06,0.0025093795266002417,0.021099286153912544,0.9682804942131042
225.0,1275.0,0.0007388173835352063,0.00017062625556718558,0.003028813051059842,0.0006711677415296435,8.007482392713428e-06,0.004402009770274162,0.01620212197303772,0.9747783541679382
225.0,1425.0,0.0002437528601149097,7.437290332745761e-05,0.003554604947566986,0.0003661006921902299,1.8460049204804818e-06,0.0025869873352348804,0.010619941167533398,0.9825522899627686
225.0,1575.0,0.0004937259946018457,7.45745055610314e-05,0.0015621272614225745,0.0003173830918967724,8.19365322968224e-06,0.0017937219236046076,0.004858185537159443,0.9908921122550964
225.0,1725.0,0.0014409447321668267,0.0002235035499325022,0.005018644500523806,0.00017536169616505504,1.849499676609412e-05,0.0011704680509865284,0.003378709312528372,0.9885739088058472
225.0,1875.0,0.0013858850579708815,0.00011324090155540034,0.0026232644449919462,0.0001762435567798093,1.4479693163593765e-05,0.0007031140266917646,0.0038564451970160007,0.9911273121833801
225.0,2025.0,0.00020088753080926836,9.002634033095092e-05,0.005924416705965996,0.0003145430237054825,1.4010158793098526e-06,0.0023403381928801537,0.01276951190084219,0.9783589243888855
225.0,2175.0,0.0005785596440546215,4.550274388748221e-05,0.000895452918484807,0.00025267843739129603,3.902337994077243e-06,0.002172541106119752,0.0054700942710042,0.9905812740325928
225.0,2325.0,0.004058911930769682,8.485725993523374e-05,0.0020255877170711756,0.00012148416135460138,2.2920934497960843e-05,0.0002724996884353459,0.0024948157370090485,0.9909189939498901
225.0,2475.0,0.0009877074044197798,8.44138121465221e-05,0.001968867378309369,0.00013990116713102907,1.7230775483767502e-05,0.0005508471513167024,0.00409985426813364,0.992151141166687
225.0,2625.0,0.0007212570053525269,8.947573223849759e-05,0.002897149883210659,0.0002999590942636132,6.753290108463261e-06,0.0018920177826657891,0.00813244003802538,0.9859609603881836
225.0,2775.0,0.0002869625750463456,0.00017629428475629538,0.006385532207787037,0.0002747857943177223,2.489315420461935e-06,0.0017659509321674705,0.013423267751932144,0.9776845574378967
225.0,2925.0,0.0016227300511673093,5.755646270699799e-05,0.002213306725025177,0.0001532694441266358,5.239213351160288e-06,0.0015742393443360925,0.005042461212724447,0.9893311262130737
225.0,3075.0,0.003123450791463256,6.633329758187756e-05,0.0021482615265995264,0.00011810559954028577,8.031923243834171e-06,0.0010680733248591423,0.0028736719395965338,0.9905941486358643
225.0,3225.0,0.0023715447168797255,8.53696110425517e-05,0.0020204996690154076,0.00013340187433641404,2.2861273464513943e-05,0.001289557432755828,0.004365458618849516,0.9897111654281616
225.0,3375.0,0.0015205303207039833,3.0044229788472876e-05,0.0015774468192830682,7.115094922482967e-05,4.719222488347441e-06,0.0005655387649312615,0.003202414372935891,0.9930282235145569
225.0,3525.0,0.0005130181671120226,2.3412729206029326e-05,0.0013142290990799665,3.1567466066917405e-05,8.421218353760196e-07,0.0005777362966910005,0.0020268408115953207,0.9955123066902161
225.0,3675.0,0.008831444196403027,0.00016305522876791656,0.0035728125367313623,0.00025681121041998267,3.96959476347547e-05,0.0005058576934970915,0.00277710915543139,0.9838532209396362
225.0,3825.0,0.0036577919963747263,4.619386891135946e-05,0.0026178820990025997,6.95912676746957e-05,6.702761311316863e-06,0.00036443365388549864,0.002784010488539934,0.9904534816741943
225.0,3975.0,0.0012747372966259718,5.066568701295182e-05,0.0035571560729295015,0.0002005660062422976,3.3054343475669157e-06,0.0011207860661670566,0.009063380770385265,0.9847293496131897
225.0,4125.0,0.0006481481832452118,6.582172500202432e-05,0.0018202910432592034,0.00010964685498038307,3.916585228580516e-06,0.0005133943632245064,0.0026123810093849897,0.9942263960838318
225.0,4275.0,0.0018207943066954613,9.417434921488166e-05,0.0040939440950751305,0.0001882004871731624,3.4093625345121836e-06,0.0010376350255683064,0.009994962252676487,0.98276686668396
225.0,4425.0,0.002591968048363924,4.5860557293053716e-05,0.0026251550298184156,7.627614104421809e-05,7.74186264607124e-06,0.00033330937731079757,0.001244863378815353,0.993074893951416
225.0,4575.0,0.0011943818535655737,0.0001795083808247,0.005612880457192659,0.00015797234664205462,8.395230906899087e-06,0.000784335657954216,0.00426658196374774,0.9877959489822388
225.0,4725.0,0.003924941178411245,1.4074653336137999e-05,0.0009182331268675625,5.701088593923487e-05,1.1096770322183147e-05,0.00024266081163659692,0.0011662868782877922,0.9936657547950745
225.0,4875.0,0.005693905521184206,0.00011232051474507898,0.004485842306166887,0.00013709008635487407,1.4272721273300704e-05,0.0003582672215998173,0.0013534377794712782,0.9878448843955994
225.0,5025.0,0.001278278068639338,2.0735977159347385e-05,0.0014868911821395159,8.337955659953877e-05,4.7445100790355355e-06,0.0008031520992517471,0.0044459025375545025,0.9918769598007202
225.0,5175.0,0.004483305383473635,0.00013748332276009023,0.007561824284493923,0.0002024985005846247,9.441580914426595e-06,0.001251660636626184,0.007049056701362133,0.9793047308921814
225.0,5325.0,0.0028226515278220177,6.637015758315101e-05,0.0034896768629550934,0.00014943827409297228,9.251040864910465e-06,0.0006461369339376688,0.004565841052681208,0.988250732421875
225.0,5475.0,0.002089322078973055,3.555948205757886e-05,0.00196745153516531,0.0001313565153395757,2.943249683085014e-06,0.0007881886558607221,0.004631569609045982,0.9903535842895508
225.0,5625.0,0.00796400848776102,0.000124579353723675,0.005920869298279285,0.00013069457781966776,1.9790219084825367e-05,0.0005349036655388772,0.004956885706633329,0.9803482890129089
